timestamp,moisture,temp
274000,6,32
275000,8,26
276000,3,25
277000,8,38
278000,48,30
279000,61,45
280000,57,37
281000,14,34
282000,14,38
283000,5,29
284000,19,43
285000,20,42
286000,11,29
287000,23,37
288000,10,46
289000,27,27
290000,55,37
291000,36,44
292000,57,29
293000,41,43
294000,25,29
295000,52,32
296000,40,28
297000,29,31
298000,57,29
299000,52,32
300000,45,45
301000,1,25
302000,67,27
303000,31,45
304000,51,45
305000,14,38
306000,9,33
307000,61,33
308000,13,35
309000,32,26
310000,34,44
311000,42,28
312000,50,44
313000,41,43
314000,50,44
315000,70,42
316000,66,28
317000,54,38
318000,26,28
319000,36,40
320000,70,28
321000,23,39
322000,40,34
323000,39,39
324000,43,25
325000,41,35
326000,1,37
327000,47,31
328000,12,28
329000,23,45
330000,15,39
331000,6,46
332000,1,43
333000,39,41
334000,44,28
335000,11,25
336000,57,45
337000,53,29
338000,10,26
339000,5,39
340000,42,32
341000,22,38
342000,49,29
343000,18,38
344000,12,32
345000,54,34
346000,3,43
347000,8,32
348000,24,28
349000,16,38
350000,47,27
351000,13,35
352000,22,36
353000,34,38
354000,18,42
355000,40,44
356000,27,31
357000,13,25
358000,6,30
359000,4,46
360000,52,46
361000,40,40
362000,27,43
363000,64,46
364000,1,41
365000,22,28
366000,34,36
367000,33,33
368000,3,27
369000,54,26
370000,26,40
371000,33,33
372000,14,26
373000,11,35
374000,8,32
375000,29,33
376000,47,27
377000,26,30
378000,22,26
379000,14,34
380000,17,41
381000,46,32
382000,49,43
383000,31,31
384000,50,44
385000,35,27
386000,69,31
387000,43,27
388000,62,46
389000,34,36
390000,10,26
391000,37,39
392000,27,29
393000,48,28
394000,35,29
395000,39,39
396000,67,39
397000,14,38
398000,4,28
399000,78,38
400000,58,30
401000,11,39
402000,34,32
403000,24,28
404000,59,29
405000,27,27
406000,18,44
407000,8,34
408000,24,46
409000,33,39
410000,39,43
411000,20,44
412000,23,25
413000,2,26
414000,21,45
415000,57,27
416000,43,25
417000,55,41
418000,59,39
419000,26,26
420000,49,25
421000,66,40
422000,29,43
423000,18,44
424000,8,28
425000,26,28
426000,23,37
427000,55,35
428000,52,44
429000,10,36
430000,7,31
431000,10,32
432000,57,37
433000,17,41
434000,1,39
435000,69,27
436000,39,43
437000,1,45
438000,23,29
439000,50,40
440000,25,35
441000,44,46
442000,13,39
443000,56,38
444000,54,38
445000,47,29
446000,37,31
447000,10,40
448000,19,35
449000,33,37
450000,14,44
451000,23,39
452000,6,26
453000,2,32
454000,15,39
455000,56,38
456000,35,27
457000,36,28
458000,53,45
459000,1,41
460000,13,27
461000,29,31
462000,42,36
463000,59,33
464000,44,44
465000,20,46
466000,32,38
467000,37,25
468000,56,26
469000,44,44
470000,20,40
471000,20,34
472000,9,39
473000,36,40
474000,48,30
475000,32,34
476000,15,41
477000,59,25
478000,52,30
479000,2,26
480000,54,34
481000,36,36
482000,14,36
483000,23,25
484000,16,36
485000,39,39
486000,2,36
487000,12,26
488000,17,25
489000,19,43
490000,13,35
491000,24,30
492000,53,33
493000,42,34
494000,23,45
495000,30,32
496000,5,45
497000,18,44
498000,1,35
499000,42,26
500000,50,32
501000,30,32
502000,60,40
503000,21,43
504000,21,37
505000,63,27
506000,24,40
507000,59,41
508000,33,37
509000,46,34
510000,32,40
511000,19,45
512000,73,31
513000,50,46
514000,48,28
515000,51,33
516000,59,45
517000,24,46
518000,4,46
519000,58,44
520000,17,29
521000,10,36
522000,60,42
523000,7,31
524000,59,39
525000,16,38
526000,4,38
527000,66,26
528000,29,43
529000,29,27
530000,19,39
531000,15,39
532000,54,28
533000,5,29
534000,24,28
535000,41,35
536000,47,33
537000,79,41
538000,62,44
539000,80,30
540000,29,31
541000,36,28
542000,3,39
543000,49,33
544000,32,46
545000,23,39
546000,22,36
547000,54,26
548000,14,32
549000,68,26
550000,11,35
551000,34,36
552000,47,29
553000,70,42
554000,22,46
555000,15,35
556000,48,28
557000,26,26
558000,13,29
559000,14,42
560000,21,43
561000,62,32
562000,13,31
563000,31,25
564000,2,26
565000,2,44
566000,29,25
567000,11,25
568000,32,40
569000,59,39
570000,21,37
571000,76,36
572000,13,29
573000,20,26
574000,13,37
575000,53,25
576000,51,35
577000,13,29
578000,76,26
579000,62,30
580000,36,40
581000,34,38
582000,69,29
583000,59,45
584000,46,40
585000,39,39
586000,59,35
587000,54,38
588000,3,27
589000,57,37
590000,6,28
591000,57,37
592000,23,29
593000,42,36
594000,41,25
595000,52,28
596000,8,28
597000,19,33
598000,51,43
599000,3,25
600000,68,32
601000,12,36
602000,16,46
603000,23,45
604000,5,25
605000,13,33
606000,30,34
607000,39,43
608000,23,43
609000,28,44
610000,66,42
611000,35,39
612000,16,38
613000,38,40
614000,14,46
615000,49,29
616000,21,43
617000,71,43
618000,43,27
619000,10,30
620000,27,41
621000,7,45
622000,41,39
623000,40,42
624000,18,40
625000,42,36
626000,33,33
627000,24,26
628000,54,46
629000,48,30
630000,11,39
631000,64,26
632000,45,25
633000,32,46
634000,47,27
635000,28,28
636000,32,34
637000,34,36
638000,25,29
639000,43,43
640000,34,36
641000,42,36
642000,21,25
643000,8,28
644000,53,27
645000,38,40
646000,22,30
647000,17,39
648000,2,26
649000,13,39
650000,9,41
651000,39,41
652000,56,40
653000,5,45
654000,55,27
655000,75,39
656000,44,46
657000,53,29
658000,59,39
659000,69,39
660000,28,28
661000,65,35
662000,33,27
663000,19,31
664000,39,41
665000,17,39
666000,28,44
667000,23,41
668000,23,41
669000,64,36
670000,9,33
671000,10,32
672000,56,28
673000,7,31
674000,24,46
675000,47,31
676000,74,34
677000,8,30
678000,18,40
679000,74,26
680000,16,36
681000,39,41
682000,41,39
683000,18,42
684000,38,40
685000,69,33
686000,34,26
687000,24,40
688000,9,31
689000,7,37
690000,50,46
691000,30,36
692000,50,34
693000,13,37
694000,59,43
695000,12,28
696000,3,25
697000,30,40
698000,57,29
699000,16,36
700000,15,41
701000,38,42
702000,28,28
703000,38,32
704000,66,36
705000,66,38
706000,1,31
707000,13,37
708000,28,38
709000,1,25
710000,27,45
711000,63,35
712000,22,30
713000,26,32
714000,18,38
715000,54,36
716000,56,40
717000,10,38
718000,5,39
719000,31,29
720000,9,33
721000,43,45
722000,27,43
723000,14,34
724000,23,31
725000,54,32
726000,29,33
727000,2,46
728000,28,26
729000,55,39
730000,25,25
731000,38,40
732000,22,44
733000,41,43
734000,69,39
735000,5,41
736000,16,40
737000,23,25
738000,65,29
739000,9,45
740000,16,38
741000,29,31
742000,65,33
743000,55,31
744000,33,35
745000,20,36
746000,33,35
747000,46,26
748000,25,39
749000,30,32
750000,25,27
751000,29,33
752000,15,35
753000,7,29
754000,12,36
755000,45,37
756000,7,29
757000,37,37
758000,29,31
759000,4,32
760000,49,35
761000,53,25
762000,44,26
763000,6,42
764000,37,39
765000,20,36
766000,19,33
767000,3,41
768000,23,31
769000,11,27
770000,43,45
771000,15,45
772000,16,30
773000,28,38
774000,58,42
775000,27,29
776000,8,32
777000,67,27
778000,62,42
779000,41,37
780000,37,33
781000,23,27
782000,50,32
783000,11,35
784000,42,40
785000,21,25
786000,26,26
787000,9,29
788000,25,25
789000,10,26
790000,35,37
791000,5,41
792000,10,46
793000,35,43
794000,47,29
795000,22,36
796000,33,31
797000,4,28
798000,45,43
799000,17,43
800000,11,27
801000,27,31
802000,34,30
803000,8,36
804000,27,25
805000,50,34
806000,21,25
807000,8,44
808000,11,25
809000,51,31
810000,27,41
811000,72,34
812000,21,45
813000,40,44
814000,41,37
815000,28,44
816000,27,27
817000,57,39
818000,49,41
819000,21,39
820000,16,32
821000,30,36
822000,68,28
823000,6,34
824000,72,32
825000,60,40
826000,48,32
827000,33,37
828000,55,39
829000,27,43
830000,29,29
831000,14,32
832000,46,38
833000,26,30
834000,34,30
835000,3,27
836000,52,32
837000,22,26
838000,2,26
839000,66,46
840000,12,30
841000,64,46
842000,44,46
843000,36,40
844000,22,46
845000,21,25
846000,25,27
847000,49,29
848000,9,33
849000,18,40
850000,11,31
851000,19,39
852000,41,27
853000,56,36
854000,52,36
855000,3,27
856000,42,46
857000,6,44
858000,52,46
859000,57,41
860000,26,28
861000,27,27
862000,10,34
863000,25,41
864000,23,25
865000,62,26
866000,43,35
867000,27,31
868000,27,45
869000,7,25
870000,34,26
871000,25,33
872000,20,44
873000,19,39
874000,16,32
875000,42,38
876000,4,44
877000,64,36
878000,48,30
879000,15,43
880000,52,44
881000,41,43
882000,39,33
883000,11,41
884000,45,35
885000,45,25
886000,53,33
887000,39,39
888000,47,35
889000,79,31
890000,21,45
891000,36,30
892000,35,39
893000,19,39
894000,55,39
895000,39,41
896000,41,25
897000,61,41
898000,56,30
899000,8,32
900000,17,33
901000,19,41
902000,48,32
903000,19,39
904000,63,33
905000,41,25
906000,32,46
907000,60,30
908000,6,30
909000,39,25
910000,38,30
911000,57,33
912000,45,39
913000,22,44
914000,41,33
915000,55,39
916000,6,34
917000,12,44
918000,7,29
919000,7,33
920000,23,45
921000,40,32
922000,33,25
923000,22,28
924000,55,27
925000,43,41
926000,34,38
927000,44,30
928000,18,34
929000,21,43
930000,5,33
931000,13,33
932000,42,26
933000,25,27
934000,59,29
935000,34,38
936000,40,34
937000,16,32
938000,37,39
939000,15,37
940000,24,40
941000,52,36
942000,26,42
943000,14,30
944000,24,46
945000,34,28
946000,25,35
947000,71,31
948000,16,40
949000,15,25
950000,5,25
951000,27,31
952000,16,42
953000,61,31
954000,58,38
955000,4,26
956000,22,36
957000,10,46
958000,31,33
959000,53,33
960000,18,44
961000,47,25
962000,35,41
963000,43,29
964000,17,41
965000,51,29
966000,24,46
967000,56,26
968000,37,39
969000,58,38
970000,22,36
971000,40,46
972000,11,31
973000,30,46
974000,26,36
975000,27,43
976000,47,31
977000,27,45
978000,56,28
979000,3,25
980000,2,46
981000,13,43
982000,6,30
983000,29,25
984000,40,40
985000,32,32
986000,2,26
987000,5,43
988000,37,41
989000,80,40
990000,74,34
991000,31,33
992000,55,45
993000,38,44
994000,46,40
995000,10,30
996000,9,35
997000,79,29
998000,55,37
999000,57,25
1000000,53,33
1001000,50,32
1002000,39,33
1003000,55,39
1004000,34,38
1005000,67,43
1006000,1,43
1007000,9,25
1008000,45,25
1009000,12,36
1010000,48,28
1011000,51,45
1012000,56,36
1013000,8,28
1014000,29,29
1015000,22,46
1016000,35,37
1017000,48,30
1018000,8,28
1019000,52,32
1020000,33,41
1021000,25,25
1022000,36,26
1023000,22,46
1024000,20,46
1025000,39,41
1026000,58,42
1027000,44,46
1028000,8,34
1029000,27,31
1030000,37,31
1031000,40,30
1032000,68,32
1033000,7,27
1034000,57,39
1035000,9,31
1036000,38,40
1037000,50,38
1038000,43,25
1039000,40,40
1040000,39,41
1041000,66,28
1042000,21,25
1043000,52,44
1044000,57,29
1045000,44,46
1046000,64,28
1047000,4,28
1048000,3,29
1049000,66,38
1050000,69,25
1051000,3,35
1052000,31,27
1053000,23,25
1054000,66,30
1055000,18,40
1056000,9,27
1057000,26,28
1058000,7,37
1059000,23,33
1060000,69,31
1061000,8,46
1062000,4,42
1063000,41,41
1064000,51,35
1065000,71,29
1066000,77,27
1067000,17,31
1068000,68,30
1069000,31,33
1070000,25,29
1071000,60,42
1072000,35,27
1073000,22,30
1074000,62,46
1075000,4,30
1076000,21,37
1077000,70,32
1078000,55,43
1079000,27,41
1080000,26,40
1081000,53,27
1082000,29,29
1083000,27,29
1084000,43,45
1085000,13,29
1086000,5,41
1087000,28,44
1088000,14,30
1089000,50,30
1090000,17,45
1091000,44,28
1092000,60,36
1093000,29,29
1094000,16,38
1095000,69,31
1096000,38,30
1097000,9,31
1098000,25,25
1099000,51,35
1100000,28,36
1101000,14,32
1102000,28,26
1103000,12,36
1104000,51,33
1105000,3,35
1106000,6,28
1107000,20,40
1108000,54,36
1109000,10,30
1110000,28,32
1111000,10,40
1112000,55,25
1113000,15,29
1114000,38,26
1115000,15,35
1116000,28,44
1117000,41,45
1118000,23,39
1119000,9,45
1120000,34,38
1121000,34,28
1122000,6,28
1123000,47,39
1124000,20,42
1125000,42,26
1126000,35,37
1127000,8,26
1128000,25,29
1129000,32,34
1130000,16,44
1131000,41,43
1132000,20,44
1133000,40,30
1134000,43,37
1135000,19,41
1136000,18,32
1137000,16,38
1138000,56,28
1139000,46,30
1140000,69,33
1141000,34,36
1142000,25,41
1143000,23,39
1144000,52,28
1145000,54,32
1146000,31,35
1147000,52,42
1148000,49,25
1149000,46,44
1150000,73,35
1151000,25,25
1152000,41,33
1153000,54,26
1154000,35,31
1155000,58,38
1156000,2,44
1157000,36,38
1158000,23,29
1159000,18,40
1160000,50,34
1161000,17,35
1162000,61,25
1163000,38,40
1164000,22,46
1165000,18,32
1166000,41,25
1167000,60,34
1168000,7,31
1169000,30,38
1170000,25,39
1171000,5,31
1172000,56,40
1173000,10,30
1174000,46,26
1175000,41,35
1176000,33,25
1177000,14,38
1178000,24,36
1179000,15,29
1180000,9,25
1181000,19,39
1182000,68,36
1183000,13,37
1184000,20,28
1185000,34,36
1186000,11,35
1187000,71,45
1188000,9,25
1189000,28,26
1190000,22,44
1191000,12,36
1192000,7,31
1193000,5,27
1194000,9,41
1195000,66,38
1196000,30,34
1197000,45,27
1198000,8,30
1199000,36,34
1200000,26,42
1201000,38,40
1202000,1,43
1203000,14,30
1204000,31,31
1205000,16,38
1206000,64,46
1207000,44,32
1208000,7,43
1209000,17,39
1210000,35,35
1211000,33,35
1212000,24,28
1213000,24,38
1214000,14,28
1215000,54,38
1216000,28,36
1217000,13,35
1218000,66,36
1219000,8,36
1220000,2,38
1221000,17,33
1222000,50,32
1223000,1,45
1224000,53,37
1225000,4,36
1226000,40,30
1227000,63,35
1228000,6,32
1229000,38,36
1230000,31,33
1231000,5,43
1232000,15,27
1233000,19,43
1234000,7,33
1235000,69,41
1236000,34,36
1237000,26,28
1238000,8,34
1239000,36,30
1240000,16,42
1241000,51,45
1242000,24,44
1243000,18,34
1244000,29,29
1245000,29,33
1246000,9,35
1247000,23,27
1248000,78,28
1249000,17,29
1250000,13,33
1251000,16,34
1252000,34,38
1253000,28,36
1254000,60,44
1255000,10,32
1256000,6,34
1257000,42,46
1258000,18,38
1259000,53,41
1260000,12,38
1261000,60,40
1262000,3,45
1263000,3,25
1264000,12,34
1265000,5,29
1266000,62,36
1267000,75,37
1268000,15,31
1269000,10,32
1270000,39,43
1271000,14,30
1272000,53,39
1273000,20,34
1274000,51,31
1275000,57,29
1276000,32,36
1277000,15,39
1278000,24,26
1279000,67,31
1280000,33,39
1281000,28,30
1282000,49,31
1283000,48,30
1284000,11,25
1285000,58,44
1286000,27,31
1287000,57,39
1288000,27,43
1289000,49,39
1290000,20,26
1291000,46,28
1292000,35,29
1293000,42,44
1294000,77,37
1295000,53,37
1296000,44,36
1297000,35,29
1298000,13,29
1299000,38,32
1300000,25,45
1301000,16,36
1302000,79,37
1303000,45,27
1304000,64,36
1305000,2,46
1306000,14,34
1307000,30,34
1308000,25,41
1309000,21,43
1310000,12,30
1311000,31,35
1312000,23,39
1313000,27,45
1314000,27,29
1315000,9,43
1316000,12,34
1317000,21,45
1318000,52,44
1319000,27,27
1320000,21,35
1321000,25,27
1322000,8,44
1323000,23,45
1324000,14,30
1325000,10,34
1326000,67,27
1327000,51,33
1328000,56,26
1329000,45,41
1330000,27,31
1331000,31,31
1332000,40,36
1333000,17,25
1334000,46,28
1335000,62,28
1336000,19,43
1337000,59,39
1338000,18,38
1339000,7,31
1340000,11,31
1341000,53,35
1342000,16,34
1343000,44,42
1344000,43,27
1345000,52,34
1346000,31,33
1347000,31,45
1348000,14,26
1349000,59,31
1350000,21,25
1351000,15,43
1352000,18,44
1353000,6,44
1354000,65,43
1355000,24,26
1356000,72,44
1357000,6,34
1358000,3,41
1359000,2,26
1360000,17,29
1361000,62,34
1362000,57,37
1363000,27,31
1364000,36,44
1365000,38,26
1366000,4,40
1367000,8,44
1368000,42,26
1369000,64,32
1370000,35,37
1371000,63,45
1372000,19,43
1373000,18,42
1374000,67,27
1375000,42,44
1376000,5,43
1377000,21,39
1378000,64,26
1379000,52,36
1380000,49,45
1381000,55,39
1382000,26,40
1383000,4,30
1384000,13,35
1385000,44,32
1386000,45,27
1387000,14,40
1388000,36,42
1389000,18,38
1390000,62,44
1391000,19,41
1392000,14,30
1393000,1,45
1394000,42,36
1395000,33,41
1396000,41,31
1397000,46,28
1398000,31,33
1399000,2,26
1400000,49,39
1401000,45,39
1402000,37,41
1403000,63,35
1404000,15,37
1405000,63,45
1406000,38,42
1407000,72,44
1408000,12,34
1409000,25,33
1410000,20,44
1411000,56,36
1412000,28,30
1413000,28,30
1414000,33,35
1415000,52,32
1416000,39,39
1417000,22,38
1418000,62,34
1419000,62,32
1420000,28,44
1421000,5,27
1422000,46,30
1423000,77,37
1424000,21,37
1425000,76,26
1426000,66,28
1427000,12,34
1428000,5,27
1429000,3,27
1430000,35,39
1431000,64,28
1432000,63,37
1433000,2,28
1434000,17,33
1435000,44,34
1436000,17,39
1437000,17,41
1438000,7,33
1439000,55,31
1440000,11,37
1441000,56,40
1442000,9,45
1443000,42,46
1444000,4,28
1445000,69,29
1446000,26,28
1447000,58,30
1448000,6,44
1449000,40,44
1450000,57,37
1451000,30,32
1452000,41,45
1453000,9,35
1454000,22,38
1455000,32,36
1456000,77,39
1457000,45,39
1458000,21,25
1459000,40,40
1460000,58,30
1461000,12,34
1462000,34,26
1463000,33,41
1464000,60,42
1465000,41,31
1466000,53,33
1467000,19,45
1468000,50,36
1469000,22,36
1470000,7,45
1471000,46,28
1472000,5,25
1473000,48,42
1474000,54,38
1475000,29,25
1476000,52,44
1477000,68,34
1478000,65,29
1479000,13,29
1480000,19,45
1481000,39,33
1482000,31,31
1483000,68,42
1484000,40,32
1485000,9,25
1486000,9,33
1487000,40,40
1488000,24,34
1489000,18,42
1490000,32,34
1491000,26,30
1492000,25,31
1493000,31,41
1494000,28,32
1495000,58,40
1496000,59,41
1497000,18,40
1498000,16,38
1499000,39,31
